Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Burundi,BDI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,609.042906461819,604.588154080249,613.695880049889,628.665448296178,637.247080191101,687.370968311715,724.371954183273,722.032898379933,764.282221636916,791.393494929898,823.013102241659,868.423731660834,958.135599490084,1035.53857384938,1104.77718764878,1149.98405842389,1194.94681370387
Burundi,BDI,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,75.8,..,..,..,..,..,..,74.2,..,..,..,..
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,89.8935646616965,89.5020099565518,89.0156902664513,88.4383347769994,87.7755403195385,87.0329037254108,86.2160218259587,85.3304914525246,84.3819094364506,83.3758726090791,82.3179778017525,81.213821845813,80.0690015726029,78.8891138134646,77.6797553997403,76.4465231627724,75.1697161348975
Burundi,BDI,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,13.63167,15.87194,14.43146,14.45543,12.6662,12.92904,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,44.65009,48.60981,40.64224,32.87148,31.24881,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,409.50155,391.45639,362.15911,345.65739,319.20286,308.79845,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.19290018081665,6.17194986343384,6.77524995803833,6.31925010681152,6.16777992248535,5.99539995193481,6.78452014923096,6.37133979797363,4.69199991226196,4.76202011108398,5.07864999771118,5.34668445378401,5.32158506838731,4.87114173892375,..,..,..
Burundi,BDI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,12.6155395507812,16.3016891479492,16.5881004333496,14.9792995452881,16.4283199310303,17.2432594299316,23.8400001525879,27.4972400665283,20.784610748291,19.7648506164551,19.5192604064941,21.2221666369194,20.7419523430914,20.4385400056007,20.6370838073023,..,..
Burundi,BDI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.445,76.535,77.842,75.565,72.048,67.548,64.713,62.718,60.404,58.504,57.37,56.534,55.673,54.826,54.08,53.364,..
Burundi,BDI,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,51.78716,53.26733,45.41761,49.70045,43.99556,45.42999,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,24.36195,24.89275,27.91719,27.35601,24.21594,26.81717,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,21.20969,18.34551,18.03359,17.45981,20.57904,24.23367,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,66.102,64.749,63.372,61.972,60.552,59.114,57.661,58.168,58.696,58.877,58.731,58.407,58.083,58.44,57.994,57.847,57.718
Burundi,BDI,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,54.03,..,..,..,..,..,57.661,..,..,..,..,..,58.083,..,..,..,..
Burundi,BDI,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,57.291,55.59,53.876,52.153,50.425,48.696,46.97,47.938,48.944,49.289,49.011,48.394,54.232,47.974,48.243,48.107,47.917
Burundi,BDI,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,44.94,..,..,..,..,..,46.97,..,..,..,..,..,54.232,..,..,..,..
Burundi,BDI,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,61.705,60.181,58.637,57.075,55.501,53.917,52.326,53.059,53.819,54.079,53.867,53.399,56.157,53.207,53.119,52.978,52.819
Burundi,BDI,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,49.76,..,..,..,..,..,52.9,..,..,..,..,..,56.406,..,..,..,..
Burundi,BDI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,78.219,78.77,79.267,79.631,79.95,80.235,80.46,80.778,81.001,81.087,81.073,80.888,78.558,80.488,80.249,79.98,79.728
Burundi,BDI,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,70.15,..,..,..,..,..,79.831,..,..,..,..,..,78.253,..,..,..,..
Burundi,BDI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,79.12,79.722,80.272,80.687,81.056,81.392,81.662,82.007,82.277,82.394,82.395,82.206,79.252,81.752,81.566,81.292,81.036
Burundi,BDI,Population growth (annual %),SP.POP.GROW,4.12553206908571,5.06613607694958,4.68101057302388,3.57769854786004,3.56852147814432,3.59186709345175,3.39447686677984,2.26851729292704,1.72186004024144,2.35048627086438,3.01898182778662,3.28367531420808,2.9086530249822,2.72425539520386,2.70585008916716,2.72764441044431,2.5839340108674
Burundi,BDI,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,2.5,..,..,..,..,..,..,2.8,..,..,..,..,..,..,..
Burundi,BDI,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,20.4,..,..,..,..,..,..,19,..,..,..,..,..,..,..
Burundi,BDI,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.2453411711226,59.2821855673257,59.3521594733286,59.4426251640219,59.7122568926203,60.2203926679736,60.7219114764303,61.2081687360168,61.5910010866273,61.9150887789363,62.1899459681322,62.4231077004846,62.6202251897026,62.805789896126,62.979027201647,63.1728601345052,63.344571434151
Cameroon,CMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2870.44106866605,2878.95143886138,2913.94292755606,2988.8172872551,3059.64226568251,3238.86829843733,3422.26128158344,3497.66067563959,3626.99932028578,3767.43072883824,4010.76360069526,4241.11174920592,4365.44704128392,4793.55628200196,5188.97750866081,5410.76921937642,5588.98645861945
Cameroon,CMR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,29,..,..,..,..,..,..,26.7,..,..,..
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,49.9141674731331,49.5285868664322,49.1494924628638,48.7770156965875,48.4112880017139,48.0524408122976,47.7006055623291,47.3559136857258,47.0184966163208,46.6884857878496,46.3660126339347,46.0512085880669,45.7442050835826,45.4451335536365,45.1541254311682,44.8713121488612,44.5968251390922
Cameroon,CMR,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,5.11196,6.28029,5.92604,5.27591,5.44964,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,24.11163,26.14003,..,17.95408,17.7737,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,30.1412,30.47986,24.99223,35.74725,16.65096,19.36118,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.49827003479004,2.90790009498596,2.84803009033203,2.65336990356445,2.60306000709534,2.6554799079895,2.58396005630493,2.65791988372803,2.56234002113342,3.05962991714477,3.03096008300781,3.0473994932468,3.10390139858492,2.8493076272306,2.65952378267367,2.83907623667935,..
Cameroon,CMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,15.7006101608276,19.7797908782959,18.7538890838623,14.8677701950073,15.1762199401856,13.8249502182007,12.8797597885132,13.243989944458,12.6946897506714,15.9128103256226,16.8831596374512,14.1786984993157,14.4511222046888,15.0479038536836,12.7669754975237,13.0829510944935,13.830376525189
Cameroon,CMR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,128.656,127.889,127.504,129.067,124.626,121.77,120.341,119.736,119.352,118.815,117.067,114.634,112.084,109.907,108.328,106.661,..
Cameroon,CMR,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,32.55445,34.19688,34.1618,32.7006,36.1927,33.87925,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,54.08651,53.89216,52.73901,48.86979,52.55314,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,8.85137,8.62576,9.04275,15.09368,7.76979,10.20724,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,61.159,56.974,52.676,50.678,48.666,46.644,44.62,42.345,40.159,38.027,35.886,33.712,31.294,29.623,29.425,29.393,29.372
Cameroon,CMR,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,53.27,..,..,..,44.705,..,..,..,..,..,..,29.972,..,..,..
Cameroon,CMR,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,66.647,63.95,61.155,58.986,56.798,54.599,52.399,50.49,48.742,47.088,45.404,43.621,41.731,40.268,40.423,40.338,40.235
Cameroon,CMR,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,61.18,..,..,..,52.595,..,..,..,..,..,..,40.849,..,..,..
Cameroon,CMR,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,63.909,60.469,56.923,54.839,52.738,50.628,48.514,46.421,44.454,42.561,40.649,38.671,36.517,34.95,34.928,34.87,34.809
Cameroon,CMR,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,56.92,..,..,..,48.515,..,..,..,..,..,..,34.952,..,..,..
Cameroon,CMR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,75.727,73.187,70.481,69.623,68.757,67.885,67.006,65.628,64.23,62.821,61.419,60.035,58.059,57.093,57.098,57.095,57.104
Cameroon,CMR,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,70.66,..,..,..,67.193,..,..,..,..,..,..,57.667,..,..,..
Cameroon,CMR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,76.639,74.08,71.351,70.445,69.534,68.616,67.691,66.29,64.87,63.44,62.018,60.613,58.606,57.588,57.65,57.663,57.691
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2.86258453269924,2.86539222671372,2.85766146651935,2.82842297078772,2.8130471843416,2.80909371019789,3.02592195035823,3.13934346036401,2.98933225067819,2.83499798189177,2.77030987519388,2.78164441246944,2.7244863481235,2.65496076580698,2.62905090961273,2.64245336134821,2.61268294319567
Cameroon,CMR,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,13.4,..,..,..,..,..,..,10.7,..,..,..,..,..,..
Cameroon,CMR,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,38.4,..,..,..,..,..,..,29.8,..,..,..,..,..,..
Cameroon,CMR,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,57.740369771583,57.7534982691795,57.7808978755506,57.880338305284,58.2164618951789,58.8626178668979,59.559740598068,60.2621470097637,60.9549134695097,61.6478794953983,62.3265990345596,62.9509070975939,63.5145010212261,63.9737999289318,64.3245869587547,64.5991064081577,64.8275843079735
Central African Republic,CAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,797.652806166077,877.252131104878,936.485497371468,980.185520951852,1062.06809941049,709.853481245446,698.963738923072,768.870887999174,826.013301383169,883.810734876066,905.817788941094,984.843183678857,1066.29005423151,1128.55237996459,1217.84977141155,1257.09435717114,1263.10234213699
Central African Republic,CAF,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,67.3,..,..,..,..,..,..,..,..,..,..,..,..,71.6,..,..,..
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,61.6525510807662,61.523324302907,61.3755036895797,61.1969330534993,60.9698303961483,60.6957036517223,60.3773478131262,60.0175578732649,59.6191288250434,59.1848556613666,58.7175333751394,58.2199569592668,57.6949214066537,57.1452217102051,56.7248032542715,56.3016307865835,55.8756444361096
Central African Republic,CAF,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,4.33596,4.10032,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,15.42199,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,101.73394,118.55574,89.9605,100.5374,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.29000997543335,1.25458002090454,1.11760997772217,1.10792005062103,1.98034724839473,2.63821423826355,2.22015331698693,1.9102285875012,1.75408898250234,1.75365013911465,1.56587596817535,1.76792074637361,2.14468061163977,1.8725169173301,2.11509129476365,1.82995911310419,..
Central African Republic,CAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,7.8600001335144,7.84172010421753,6.47537994384766,7.8254599571228,10.6165691254814,8.08344390393141,9.38718751677231,8.38674186180161,7.31902194047271,8.89504990083298,9.13549641953096,9.79781209629898,9.78244273272612,9.08869199724264,10.7420521886098,9.9939281561116,..
Central African Republic,CAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,159.743,163.842,169.171,168.485,167.624,166.774,165.588,164.079,164.342,165.118,165.544,164.921,163.964,163.575,163.019,163.093,..
Central African Republic,CAF,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,..,48.44996,53.26402,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,25.91333,26.45229,23.99504,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,17.48191,22.71604,20.47402,27.29113,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,53.583,53.783,54.055,54.381,54.778,55.587,56.432,56.937,56.875,56.86,56.85,56.8,56.221,56.233,56.624,56.605,56.547
Central African Republic,CAF,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,56.17,56.82,57.639,58.452,59.917,61.161,62.961,64.127,64.149,64.24,64.316,64.314,63.773,63.727,64.726,64.819,64.839
Central African Republic,CAF,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,54.885,55.287,55.804,56.376,57.31,58.346,59.671,60.513,60.505,60.547,60.584,60.545,59.973,59.955,60.598,60.6,60.606
Central African Republic,CAF,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,65.824,65.871,65.914,65.832,65.693,65.549,65.391,65.301,65.301,65.308,65.313,65.359,64.776,64.799,65.525,65.608,65.544
Central African Republic,CAF,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,66.496,66.506,66.507,66.431,66.31,66.1,65.947,65.875,65.9,65.926,65.951,66.003,65.412,65.434,66.144,66.21,66.17
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,2.1330142206447,-0.65882495965577,-0.799202484181735,1.59035970102042,0.998867377606297,0.682377856508138,-0.415235398986532,0.132677645471712,1.80553237158984,1.67978155291511,1.76068487647458,1.34469255324203,1.64324789708014,1.68608971248183,-0.275432271573156,1.06107453184959,3.40139844069992
Central African Republic,CAF,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,25.8,..,..,..,..,..
Central African Republic,CAF,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,61,..,..,..,..,..
Central African Republic,CAF,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,63.5425332002603,63.1402510097002,62.8024603139812,62.5815716632108,62.4447733126434,62.2917943599903,62.2857390082715,62.1444010545464,62.2453449059242,62.713028832709,63.1313793125725,63.5054577338594,63.8524867456515,64.2420827468593,64.5364496509337,64.8091461870961,65.0728590666301
Chad,TCD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2180.51680433217,2087.14718677867,2319.68883187561,2388.16512149441,2435.1240819184,2110.24705136988,2133.18441198787,2377.51137185751,2120.08751553857,2097.14425483604,2227.81335372611,2351.65339767739,2185.99034173537,2435.07274651099,2624.11789713994,2700.36055335878,2742.65952183613
Chad,TCD,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,..,..,45.2,..,..,..,..,..,..,41.9,..,..,..,39.5,..,..
Chad,TCD,Rural population (% of total population),SP.RUR.TOTL.ZS,78.2244203961113,78.2215603431245,78.1527621808905,78.0441263202362,77.8938095851822,77.7024070147609,77.4705486513991,77.1988741171026,76.8880265292821,76.538650528895,76.1513915075025,75.7268952613367,75.2658078204584,74.7687753576925,74.2364441370306,73.6694604828954,73.0684707610503
Chad,TCD,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,..,9.47322,7.08025,5.8851,6.30003,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,..,17.95653,15.08423,21.36509,12.76379,17.73265,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,..,162.18236,211.50163,186.65421,..,..,..,..,..,..,..,..,..,..,..,..,..
